index,AAPL_Daily_Adj._Open-Adj._Close_P_Delta,AAPL_Daily_Adj._Open-Adj._Close_P_Delta,AAPL_AfterHours_Adj._Close-Adj._Open_P_Delta,AAPL_Adj._Open,AAPL_Adj._High,AAPL_Adj._Low,AAPL_Adj._Close,AAPL_Adj._Volume,AAPL_25-day_Adj._Close_MA,AAPL_100-day_Adj._Close_MA,GOOGL_Daily_Adj._Open-Adj._Close_P_Delta,GOOGL_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOGL_Adj._Open,GOOGL_Adj._High,GOOGL_Adj._Low,GOOGL_Adj._Close,GOOGL_Adj._Volume,GOOGL_25-day_Adj._Close_MA,GOOGL_100-day_Adj._Close_MA,GOOG_Daily_Adj._Open-Adj._Close_P_Delta,GOOG_AfterHours_Adj._Close-Adj._Open_P_Delta,GOOG_Adj._Open,GOOG_Adj._High,GOOG_Adj._Low,GOOG_Adj._Close,GOOG_Adj._Volume,GOOG_25-day_Adj._Close_MA,GOOG_100-day_Adj._Close_MA,AOSL_Daily_Adj._Open-Adj._Close_P_Delta,AOSL_AfterHours_Adj._Close-Adj._Open_P_Delta,AOSL_Adj._Open,AOSL_Adj._High,AOSL_Adj._Low,AOSL_Adj._Close,AOSL_Adj._Volume,AOSL_25-day_Adj._Close_MA,AOSL_100-day_Adj._Close_MA,MSFT_Daily_Adj._Open-Adj._Close_P_Delta,MSFT_AfterHours_Adj._Close-Adj._Open_P_Delta,MSFT_Adj._Open,MSFT_Adj._High,MSFT_Adj._Low,MSFT_Adj._Close,MSFT_Adj._Volume,MSFT_25-day_Adj._Close_MA,MSFT_100-day_Adj._Close_MA,FB_Daily_Adj._Open-Adj._Close_P_Delta,FB_AfterHours_Adj._Close-Adj._Open_P_Delta,FB_Adj._Open,FB_Adj._High,FB_Adj._Low,FB_Adj._Close,FB_Adj._Volume,FB_25-day_Adj._Close_MA,FB_100-day_Adj._Close_MA,ORCL_Daily_Adj._Open-Adj._Close_P_Delta,ORCL_AfterHours_Adj._Close-Adj._Open_P_Delta,ORCL_Adj._Open,ORCL_Adj._High,ORCL_Adj._Low,ORCL_Adj._Close,ORCL_Adj._Volume,ORCL_25-day_Adj._Close_MA,ORCL_100-day_Adj._Close_MA,INTC_Daily_Adj._Open-Adj._Close_P_Delta,INTC_AfterHours_Adj._Close-Adj._Open_P_Delta,INTC_Adj._Open,INTC_Adj._High,INTC_Adj._Low,INTC_Adj._Close,INTC_Adj._Volume,INTC_25-day_Adj._Close_MA,INTC_100-day_Adj._Close_MA,IBM_Daily_Adj._Open-Adj._Close_P_Delta,IBM_AfterHours_Adj._Close-Adj._Open_P_Delta,IBM_Adj._Open,IBM_Adj._High,IBM_Adj._Low,IBM_Adj._Close,IBM_Adj._Volume,IBM_25-day_Adj._Close_MA,IBM_100-day_Adj._Close_MA
121173,-0.0034682081,0.0012043893,0.0020049009,29.1705534972,29.2746503961,28.9532512207,29.2056862006,111727000,27.2203761688,26.4437691919,0.0059982557,0.0054847841,281.7848428152,285.0900456597,281.2481862076,283.4750603548,6856100,274.6982672352,284.8497087627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016995241,0.0044262853,24.5536010751,24.6120222878,24.3699915498,24.5118716376,36723500,23.8974485942,24.3487335327,0,0,0,0,0,0,0,0,0,-0.0066981875,0.000793336,23.4322719889,23.4599697099,22.9891084525,23.2753182364,25478300,22.6179589907,21.6699192645,0.0367404616,0.0022716947,16.9792728573,17.6270925,16.9552795372,17.6030991799,123060900,16.5712424556,15.9850955038,0.005234375,0.0017875185,108.9856252556,109.7349014292,108.5173276471,109.5560968878,6134900,107.6880151549,107.5864016049
122613,0.0024542615,-0.0034682081,-8.92379E-05,29.2642407062,29.4659284479,29.0521432747,29.1627462298,112739200,27.3657474881,26.4687524476,-0.0048213971,-0.0014852536,285.0298598719,286.6096866458,282.9986396898,283.6556177181,6636500,275.2824706151,284.922232637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044067797,-8.43739E-05,24.6203681753,24.9291660134,24.5369093001,24.728864713,50385700,23.9557981869,24.376153836,0,0,0,0,0,0,0,0,0,0.0095124851,-0.0015704751,23.2937833838,23.7277143465,23.2106902207,23.515365152,30309400,22.6903423683,21.7020798567,0.0082728921,-0.0023603462,17.6430880467,17.8750234743,17.5231214462,17.7890474106,77805900,16.6541793655,16.006596966,-0.0088440652,-0.0023481528,109.7519304332,109.7774739391,108.4406971293,108.7812772082,6348400,107.8429790908,107.654232626
124053,-0.0112998799,0.0024542615,0.0006231916,29.1601438073,29.2772528186,28.9662633331,29.2317104253,85527400,27.5194673787,26.4940610061,0.0029749256,-0.0003001412,283.2343172037,285.1000766243,282.3515923166,284.0769182324,3550800,275.9235495644,284.9839732243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0005906675,0.0050658561,24.7267782411,24.8039777007,24.6203681753,24.712172938,43845200,24.014144732,24.4033245021,0,0,0,0,0,0,0,0,0,-0.0019661817,0.0066981875,23.4784348573,23.6353886098,23.3307136785,23.4322719889,29185800,22.7741741373,21.7319352146,0.0004506534,0.0022522523,17.7470591005,17.8750234743,17.6030991799,17.7550568738,54458500,16.7344770101,16.0257031558,0.0072179507,0.0035831126,108.525842149,109.6242129036,108.5173276471,109.3091763306,4954400,108.0326821947,107.7119842632
125493,0.0194130721,-0.0112998799,-0.0080085525,29.2499273826,29.3084818883,28.7866961825,28.9194067165,139861400,27.6421971021,26.5178860538,-0.0110025961,-0.0069464286,283.9916550331,284.8793954025,279.5027983625,280.8670095518,9578800,276.3970110948,285.0156209177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0057123656,-0.0030415681,24.8373612507,24.954203676,24.4951798625,24.6954811629,81332100,24.0675035543,24.4184993667,0,0,0,0,0,0,0,0,0,-0.0140900196,0,23.5892257414,23.7554120675,23.0352713208,23.2568530891,45881000,22.8421258795,21.7613263984,-0.0115730337,-0.0055700807,17.7950457407,17.9070145678,17.4431437125,17.5891030765,77998500,16.7962997982,16.0458272971,-0.0087705681,-0.0046981442,109.7008434213,109.7774739391,107.9468560149,108.7387046984,10744300,108.1682330662,107.7836932795
129813,0.0120546002,0.0194130721,0.0039599555,28.6878041285,29.4073739422,28.6461653689,29.2447225377,114104900,27.7690391734,26.546864028,0.0024995055,-0.0008251121,278.9159869319,284.3026149365,277.9981536685,279.6131389734,8001500,276.88612093,285.0321218545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033898305,-0.0003378378,24.6203681753,24.7872859256,24.5285634126,24.7038270505,37718200,24.1275101339,24.4282982052,0,0,0,0,0,0,0,0,0,0.0146883684,0.0043035994,23.2568530891,23.7277143465,23.229155368,23.5984583151,24945500,22.9215260132,21.7946864979,0.0169181527,0.0067446043,17.4911303527,17.8350346075,17.4671370326,17.7870479673,47405700,16.8542036774,16.0675371389,0.0068444654,-0.0003125488,108.22783458,109.3176908325,107.7680514734,108.9685962516,5651900,108.3037839376,107.8598108784
131253,0.0075997189,0.0120546002,-0.0031529164,29.3605303377,29.7691106659,29.1601438073,29.714459794,150607800,27.8989521032,26.5871885642,-0.0144334339,-0.0063570128,279.382426787,280.0203961373,271.8391413876,275.349979007,10991500,277.0405977852,285.0356828469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098006083,-0.0053547523,24.6954811629,24.954203676,24.5452551876,24.9375119009,42026600,24.1785869655,24.4411783675,0,0,0,0,0,0,0,0,0,0.0124659135,-0.0003847634,23.7000166255,24.0046915568,23.5799931677,23.9954589831,25834200,23.0020340556,21.8331223312,0.0126172398,-0.0062851472,17.9070145678,18.194934409,17.8830212477,18.1329516654,64740900,16.9166662874,16.093414765,0.0111771143,-0.0057200278,108.9345382437,110.2031990377,108.6791031845,110.1521120259,5978500,108.4447840902,107.9432067544
132693,-0.0165236182,0.0075997189,0.0047434276,29.620772585,29.9538826615,29.6038568389,29.8458821289,149445100,28.0385460447,26.6352943436,0.0216677971,0.0056519477,273.5995756796,280.791526543,270.6855804555,279.5278757741,13117200,277.4242420584,285.1210965107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023553163,0.0070826307,24.8039777007,24.9124742384,24.7038270505,24.745556488,33987700,24.2139735285,24.4568539853,0,0,0,0,0,0,0,0,0,-0.0084680523,0.0062111801,23.9862264094,24.0046915568,23.7277143465,23.7831097886,28837000,23.0603839212,21.8746868761,-0.0044385264,0.0106999554,18.0189833949,18.1309522221,17.8510301542,17.9390056613,54729000,16.9732905228,16.122944159,-0.0007774236,0.0064576363,109.5220388799,110.6459531403,109.3858068483,109.4368938601,6669300,108.5197117076,108.0122775813
134133,0.0085171435,-0.0165236182,0.010147805,29.9874539114,30.0540759267,29.4399042231,29.4919526726,135571100,28.1620153765,26.6747210441,0.004282044,0.0042460205,281.1077527028,286.8855883279,280.1949349218,282.3114684581,7853900,277.8186595875,285.1804296665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050234427,0.0026657781,24.9208201259,25.5133781396,24.8707448008,25.0460084387,73168700,24.2487258042,24.4738797332,0,0,0,0,0,0,0,0,0,0.0046296296,-0.0130568356,23.9308309674,24.2355058987,23.7461794939,24.0416218515,54350900,23.1165179692,21.9174543828,-0.0141155712,0.0035794183,18.1309522221,18.1789388623,17.8430323809,17.8750234743,52428700,17.0215970739,16.1503374871,-0.0009276438,-0.0023986382,110.1435975239,111.3100842942,109.9477639785,110.0414235002,7603200,108.5684146589,108.0758327301
135573,-0.0026180258,0.0085171435,0.0090948463,29.791231257,30.1815946279,29.7391828075,30.0449674481,160218800,28.3141529942,26.7298924005,-0.0045641906,0.000550925,283.510168731,284.5734509814,280.8770906713,282.2161742941,5387000,278.2585575102,285.3136910315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142904619,0.0016857721,25.1127755388,25.2045803015,24.6954811629,24.7539023756,55595500,24.2784371637,24.4920376744,0,0,0,0,0,0,0,0,0,-0.0003891051,-0.0017516543,23.7277143465,24.0046915568,23.4230394152,23.7184817728,58562200,23.1671124729,21.9602155259,-0.008470798,0.007868705,17.9390056613,18.0669700351,17.6510858201,17.7870479673,45700500,17.0670244266,16.1777173066,0.0025595284,0.0003094538,109.7774739391,110.5012066068,109.5990951227,110.0584525042,5550800,108.6389147352,108.1586295576
139893,-0.0032024149,-0.0026180258,0.0181277163,30.3182218077,30.4314141731,30.1386546571,30.2388479223,135186100,28.4805727065,26.7859485806,-0.0009769094,0.0006756156,282.3716542458,283.2343172037,281.1528920437,282.0958027186,6202700,278.6527744201,285.4564316582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0040390441,0.001351808,24.7956318131,24.8874365758,24.6620976129,24.6954811629,33336000,24.3071470168,24.5083706115,0,0,0,0,0,0,0,0,0,-0.0029245467,-0.0035197497,23.6769351913,23.8662029516,23.4599697099,23.6076908887,28975300,23.1951794969,22.0019609042,-0.0037921035,0.0031347962,17.9270090012,17.9869923015,17.803043514,17.8590279276,34467900,17.1137314231,16.2066044227,-0.005491106,0.0024107629,110.0925105121,110.6459531403,109.2070023069,109.487980872,4643000,108.698175669,108.2361436022
141333,-0.0020807678,-0.0032024149,-0.0015052259,30.7870091798,30.9011644416,30.4808732122,30.6884164044,131827500,28.6824478226,26.8472291237,0.0068937335,-0.0029291878,282.2863910465,284.6938225569,281.0074430566,284.2323981841,3951800,279.2875338617,285.6039871478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047249409,-0.0043668122,24.728864713,24.9208201259,24.6203681753,24.8457071382,34954800,24.3552193289,24.5291009897,0,0,0,0,0,0,0,0,0,0.0023547881,-0.0082223962,23.5245977256,23.6169234624,23.2845508101,23.5799931677,29819400,23.2343256093,22.0452721836,-0.0026785714,-0.0008952552,17.9150123412,18.0269811683,17.7390613271,17.867025701,37886300,17.1761780376,16.2395877508,-0.0010085337,-0.0041935233,109.7519304332,109.9477639785,109.1984878049,109.6412419075,3426600,108.7768496672,108.3101270566
142773,-0.0064002695,-0.0020807678,0.0105957447,30.6422234056,30.787959064,30.5081986482,30.578464055,107664900,28.8612030174,26.9047296483,0.0036633926,0.0074587389,283.3998281201,285.7520893251,282.2763600819,284.438032959,6055500,280.0027416396,285.738351919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118927126,0.0021340162,24.7372106005,24.8039777007,24.3449538872,24.4430180655,63760000,24.377169013,24.5414203454,0,0,0,0,0,0,0,0,0,0.0150019739,0.002722676,23.3861091205,23.8108075096,23.3584113995,23.7369469202,27196400,23.2690400863,22.0900608567,-0.001344086,0.0049349484,17.8510301542,17.9949900748,17.7574562058,17.8270368341,45983800,17.2270438762,16.2703599474,0.0001559697,0.0054580897,109.181458801,109.6242129036,108.6876176865,109.1984878049,4904800,108.7993279524,108.3785859432
144213,0.0149590382,-0.0064002695,-0.0042166377,30.9024656528,31.0638158461,30.2856915268,30.7046815449,150786300,29.0380116002,26.9593023174,-0.0044631137,0.0036919831,286.5595819775,287.6128332634,283.6506022358,285.2806339876,4201100,280.852765582,285.8394138876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064735945,-0.0010288066,24.4951798625,24.6537517254,23.8859300738,24.3366079997,74768100,24.3958638011,24.5492841022,0,0,0,0,0,0,0,0,0,-0.012412723,0.0019638649,23.8015749359,23.9585286884,23.2614693759,23.5061325783,26562700,23.2908289602,22.1286713416,-0.0004464286,0.0040196516,17.9150123412,18.106958902,17.7550568738,17.9070145678,45491000,17.2833482007,16.2995516387,-0.0054284606,0.0010136452,109.794502943,110.101025014,108.6024726668,109.1984878049,4980500,108.8395164017,108.4364121086
149973,0.0056255248,0.0149590382,-0.0012159839,30.5752110269,31.0351891989,30.5485361965,31.0325867765,171126900,29.2142996985,27.0167507935,0.0001926782,-0.0027144884,286.3338852734,288.3300472342,285.3809436339,286.3890555789,3799100,281.7397034743,285.9392721405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048060419,-0.0040997608,24.3115703372,24.5577740189,24.228111462,24.4284127624,34331200,24.4158939311,24.5576523094,0,0,0,0,0,0,0,0,0,0.002744022,-0.0082095387,23.5522954467,23.7646446412,23.4045742679,23.6169234624,19390200,23.3251741342,22.1674682962,0.0048932384,-0.00708278,17.9789945281,18.1149566753,17.867025701,18.0669700351,34942900,17.3492498532,16.3300255138,0.007555694,-0.0051797449,109.3091763306,110.5182356107,109.1048282832,110.1350830219,4118700,108.914103439,108.4910306115
151413,0.0036709494,0.0056255248,0.0007514403,30.9948516506,31.2602987428,30.8387063022,31.1692139563,111754300,29.3733077116,27.0663009174,-0.0021775015,-0.0016190912,285.6116558203,286.3288697911,283.575370001,284.9897360134,4116000,282.4525038207,285.9679105445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058319039,-0.0054570259,24.3282621122,24.6871352754,24.1863820244,24.4701422,47366800,24.4259089961,24.562549996,0,0,0,0,0,0,0,0,0,0.0181316516,-0.0027100271,23.4230394152,23.9492961147,23.3584113995,23.8477378043,26937600,23.3654281555,22.2047954933,-0.0013374944,0.0013392857,17.9390056613,17.9789945281,17.803043514,17.9150123412,47056500,17.3981962262,16.3547746461,0.0019428039,-0.0031024587,109.5646113897,110.0925105121,109.0281977654,109.7774739391,3926300,108.9263643218,108.5207976317
152853,-0.0020379305,0.0036709494,-0.0006650042,31.1926357585,31.4789022305,31.0547203796,31.3071423473,157125500,29.5385615386,27.1152524841,-0.0066278865,-0.0003903893,284.5283116406,285.255556576,281.7998892621,282.6424902908,5156800,282.9034959903,285.9517606915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006515775,-0.0010221465,24.3366079997,24.6704435004,24.3199162247,24.4951798625,58318800,24.4556203557,24.5675326203,0,0,0,0,0,0,0,0,0,0.0058229814,-0.0011578541,23.7831097886,23.9954589831,23.7738772149,23.9215983937,29833200,23.4145454474,22.2431377282,0.0008916629,-0.0033407572,17.9390056613,18.1390299732,17.7950457407,17.955001208,62539800,17.4542606175,16.3796062961,-0.0003890142,-0.0034246575,109.4368938601,110.0669670062,108.9941397575,109.3943213503,5157000,108.9624658102,108.539019737
